person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,loan_status
-1.1520109584365639,2.1247629229268847,-0.9507156660644022,-1.1788058301468665,1.2764814299284506,-1.063229960604102,0,-0.44414872625946433,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
-1.5363516818351528,-0.7282212466709861,-0.23181315842758332,-0.8986155294123879,1.256378644022732,-0.435367779930347,0,-1.6764227834152345,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
-0.30646136695966847,3.116170762993093,-0.9027888322219476,-1.0496867955491402,-0.36189562138764464,-1.0691531887236658,0,0.9113527366118828,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.15272507760023293,-0.19874730993651948,-1.334130336804039,-1.3290788333185632,0.9414349981664679,-0.9418037841530456,0,-0.5673761319750413,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
-0.07585693292051517,-0.533752529804519,1.1580650230036,0.12206345428169343,1.5947755401023347,0.21026408510209918,0,0.7881253308963058,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0.9234289479158159,-0.13633100320572525,-0.3995570768761744,-1.225105082120085,-0.020148260990422384,-0.8914563451367541,0,-0.19769391482831034,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.8465608032360981,1.3019057277957529,-0.11199607382144683,-1.6661453703132456,-0.020148260990422384,-1.1757712948758128,0,1.5274897651897679,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.0771652372752514,-0.4685414630708534,-1.0705327506705387,0.8134589648903834,0.6867997100273611,0.6367365097106875,0,0.6648979251807288,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.07787935643892037,-1.1548213985378537,0.3912356815243263,1.3777310983139859,0.0033049892329165033,3.237033654199163,0,1.6507171709053448,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1.3077696713144047,0.48979505029471004,-0.4954107445610836,1.3214535592775736,-0.020148260990422384,0.09476113677060656,0,1.2810349537586139,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.30646136695966847,-0.5082337093021101,-0.15992290766390146,-1.5888136455734947,-0.5897271949857928,-1.0691531887236658,0,-0.44414872625946433,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
-0.30646136695966847,0.5486846360694999,0.2714185969181898,-0.9170753604792962,-0.22452658436523168,-0.8559169764193717,0,-0.5673761319750413,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.15474750111863814,-0.3965763929969153,-0.519374161482311,-0.17688602613158916,-1.4943525607431467,-0.12439830365325137,1,0.7881253308963058,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1.230901526634687,-0.5731453374640395,-0.23181315842758332,-1.2708056368695122,-0.27478354912952924,-0.8174159936422074,0,1.5274897651897679,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.4622200798375092,-0.5819288689016353,0.8944674368700994,0.6160884467804124,1.2195235365289137,0.648582965949815,0,1.6507171709053448,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.2316156457983559,1.4382833617453934,0.3433088476818719,-1.4391393396255894,-0.15751729801283537,-1.110615785560612,0,1.6507171709053448,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
-0.22959322227995071,-0.5681879655541843,-0.8069351645370384,0.8379057681952079,0.7069024959330802,0.7966636689389084,0,-1.3067405662685034,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
-1.6132198265148705,0.5981585423108065,1.8530041137191913,-0.4319310434668196,0.4020102430296758,-0.6693352906531143,0,-1.4299679719840805,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-0.30646136695966847,-0.11364021365860283,-0.7350449137733566,0.6795503525023242,0.07366473990293257,0.1836095585640624,0,0.17198830231842072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.8465608032360981,1.2795143768203667,0.7506869353427358,-1.3691915473126017,-0.5327693015862558,-1.0839612590225751,1,-1.6764227834152345,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1.0771652372752514,0.6229786728124975,2.595870038277238,0.6779538265722133,1.2764814299284506,-0.2310164098053984,0,0.6648979251807288,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.538374105353558,-0.18500640658906853,-0.6152278291672201,1.535388033912446,0.8643743188612123,0.7492778439823985,0,0.4184431137495747,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
-0.6908020903582573,-0.3119018191003954,1.3018455245309637,-0.48431705054858637,-0.7036429817848675,-0.3820587268542734,0,-0.6906035376906183,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1.6152422500332757,-1.1009224556253343,-0.3276668261124926,1.5566417853570487,1.5780232185142353,3.1541084605252716,0,0.2952157080339977,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.8445383797176929,-0.4422241397104812,-0.6871180799309019,-1.3393564689936526,-0.25803122754143043,-0.9003411873160997,0,1.5274897651897679,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
0.15474750111863814,1.114357369031634,0.9423942707125543,-1.615056540549694,0.5192764941463697,-1.1580016105171216,1,-0.5673761319750413,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.07787935643892037,-0.8908496620761686,-0.016142406136537557,0.42650099257973256,-1.1325024144402052,1.0484008640203666,0,-0.32092132054388733,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1.46150596067384,-0.22256931186575651,0.3672722646030991,-1.2607275669356865,-0.9783810558296929,-0.8944179591965359,1,-1.1835131605529263,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
0.07787935643892037,-0.5176493888355934,-0.519374161482311,-0.9417217295253846,-0.9080213051596768,-0.589371711039004,0,-1.5531953776996574,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
0.9234289479158159,1.3082272087546287,-0.23181315842758332,-0.7286853007261995,-1.2531191298745188,-0.8825715029574085,0,1.0345801423274599,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.9234289479158159,-0.6994751437843091,-1.022605916828084,0.3214296298043031,1.444004645809442,0.5863890706943958,1,0.6648979251807288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.538374105353558,-0.5521846374425041,-1.2143132521979023,-0.5162475691508062,0.5058746368758906,-0.25174770822387144,0,0.2952157080339977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.8465608032360981,0.39610404829368845,-1.1903498352766753,-0.9254571216123789,0.010005917868156015,-0.8351856780008986,0,0.7881253308963058,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.767670235037975,-1.0342807379378178,-0.9267522491431749,0.8631508344650879,1.5512195039732766,1.9665012225527443,0,0.2952157080339977,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-1.6132198265148705,-1.0794294203651567,-1.2382766691191298,1.2161826307608803,-1.0319884849116105,2.600286631346063,0,-0.9370583491217724,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
-1.3057472477959995,-0.8774747392052841,-0.08803265690021962,-1.4522108956783732,-0.4356058363752811,-0.8766482748378447,1,0.9113527366118828,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0.30848379047807367,2.893488278478591,-0.13595949074267405,-0.2274759415419811,0.8208182827321543,-0.8884947310769722,0,-0.44414872625946433,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.15474750111863814,-0.5048068012033511,-0.3276668261124926,1.491084439351866,-1.8092962065994103,1.1816734967105507,0,-1.1835131605529263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0010112117592025972,-0.7447569100213085,0.9423942707125543,0.6517109315960139,0.28809445623060176,0.950667600047565,0,-0.32092132054388733,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.30848379047807367,-0.4224279230234756,0.29538201383941726,-1.1838947565490952,0.9280331408959889,-0.7996463092835162,0,0.0487608966028437,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0002970925955337,0.08671746178534326,0.7027601015002813,-1.5842236335244255,-0.19437240550665327,-1.110615785560612,1,1.6507171709053448,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
-1.1520109584365639,-0.5423697064800391,0.8944674368700994,-1.5339330667259294,2.053789151616251,-1.024728977826938,0,-0.32092132054388733,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
